お母さん,おかあさん,okaasan,myownmother
お菓子,おかし,okashi,"confectionary,cake"
お金,おかね,okane,money
起きる,おきる,okiru,"togetup,tostandup"
置く,おく,oku,"toput,toplace"
奥さん,おくさん,okusan,someone’swife
送る,おくる,okuru,tosend
お酒,おさけ,osake,"alcohol,sake"
お皿,おさら,osara,plate
伯父さん,おじさん,ojisan,uncle
おじいさん,おじいさん,ojiisan,grandfather
押す,おす,osu,topush
遅い,おそい,osoi,"late,slow"
お茶,おちゃ,ocha,tea
お手洗い,おてあらい,otearai,"toilet,lavatory"
お父さん,おとうさん,otousan,father
弟,おとうと,otouto,someone’syoungerbrother
男,おとこ,otoko,man
男の子,おとこのこ,otokonoko,boy
一昨日,おととい,ototoi,thedaybeforeyesterday
一昨年,おととし,ototoshi,theyearbeforelast
大人,おとな,otona,adult
お腹,おなか,onaka,stomach
同じ,おなじ,onaji,same
お兄さん,おにいさん,oniisan,someone’selderbrother
お姉さん,おねえさん,oneesan,someone’seldersister
伯母さん,おばさん,obasan,aunt
,おばあさん,obaasan,grandmother
お弁当,おべんとう,obentou,lunchbox
覚える,おぼえる,oboeru,"tomemorize,toremember"
重い,おもい,omoi,heavy
面白い,おもしろい,omoshiroi,"interesting,funny"
泳ぐ,およぐ,oyogu,toswim
降りる,おりる,oriru,togetoff
終わる,おわる,owaru,toend
音楽,おんがく,ongaku,music
女,おんな,onna,woman
女の子,おんなのこ,onnanoko,girl
〜回,〜かい,~kai,~times
〜階,〜かい,~kai,~floor
外国,がいこく,gaikoku,foreigncountry
外国人,がいこくじん,gaikokujin,foreigner
会社,かいしゃ,kaisha,"company,enterprise"
階段,かいだん,kaidan,stairs
買物,かいもの,kaimono,shopping
買う,かう,kau,tobuy
返す,かえす,kaesu,toreturnanobject
帰る,かえる,kaeru,toreturnhome
顔,かお,kao,face
,かかる,kakaru,"totaketime,money"
鍵,かぎ,kagi,key
書く,かく,kaku,towrite
学生,がくせい,gakusei,student
〜か月,〜かげつ,~kagetsu,~numberofmonths
,かける,kakeru,towear
,かける,kakeru,tomakeaphonecall
傘,かさ,kasa,umbrella
貸す,かす,kasu,tolend
風,かぜ,kaze,wind
風邪,かぜ,kaze,acold
家族,かぞく,kazoku,family
方,かた,kata,person(polite)
片仮名,かたかな,katakana,Katakana
一月,いちがつ,ichigatsu,January
二月,にがつ,nigatsu,February
三月,さんがつ,sangatsu,March
四月,しがつ,shigatsu,April
五月,ごがつ,gogatsu,May
六月,ろくがつ,rokugatsu,June
七月,しちがつ,shichigatsu,July
八月,はちがつ,hachigatsu,August
九月,くがつ,kugatsu,September
十月,じゅうがつ,juugatsu,October
十一月,じゅういちがつ,juuichigatsu,November
十二月,じゅうにがつ,juunigatsu,December
学校,がっこう,gakkou,school
角,かど,kado,corner
家内,かない,kanai,mywife
鞄,かばん,kaban,bag
花瓶,かびん,kabin,vase
冠る,かぶる,kaburu,toputonahat
紙,かみ,kami,paper
カメラ,かめら,kamera,camera
火曜日,かようび,kayoubi,Tuesday
辛い,からい,karai,"hot,spicy"
体,からだ,karada,body
借りる,かりる,kariru,toborrow
,〜がります,~garimasu,3rdpersonwantsto
軽い,かるい,karui,light(notheavy)
カレンダー,カレンダー,karendaa,calendar
川,かわ,kawa,river
〜側,~がわ,~gawa,~side
可愛い,かわいい,kawaii,"cute,pretty"
漢字,かんじ,kanji,Kanjicharacter
木,き,ki,tree
黄色い,きいろい,kiiroi,yellow
消える,きえる,kieru,"togoout,tovanish"
聞く,きく,kiku,"tohear,tolisten,toask"
北,きた,kita,north
ギター,ギター,gitaa,guitar
汚い,きたない,kitanai,dirty
喫茶店,きっさてん,kissaten,coffeeshop
切手,きって,kitte,stamp
切符,きっぷ,kippu,ticket
昨日,きのう,kinou,yesterday
九,きゅう,kyuu,nine
牛肉,ぎゅうにく,gyuuniku,beef
牛乳,ぎゅうにゅう,gyuunyuu,milk
今日,きょう,kyou,today
教室,きょうしつ,kyoushitsu,classroom
兄弟,きょうだい,kyoudai,siblings
去年,きょねん,kyonen,lastyear
嫌い,きらい,kirai,"unpleasant,notlikable"
切る,きる,kiru,tocut
着る,きる,kiru,"towear,toputon"
来る,くる,kuru,tocome
,きれい,kirei,"beautiful,clean"
キロ,キロ,kiro,kg
キロ,キロ,kiro,km
銀行,ぎんこう,ginkou,bank
金曜日,きんようび,kinyoubi,Friday
九,く,ku,nine
薬,くすり,kusuri,medicine
下さい,ください,kudasai,giveme…
果物,くだもの,kudamono,fruit
口,くち,kuchi,mouth
靴,くつ,kutsu,shoe
靴下,くつした,kutsushita,socks
国,くに,kuni,country
曇り,くもり,kumori,cloudyweather
暗い,くらい,kurai,dark
ぐらい,ぐらい,gurai,about
クラス,クラス,kurasu,class
グラム,グラム,guramu,gram
車,くるま,kuruma,car
黒い,くろい,kuroi,black
今朝,けさ,kesa,thismorning
消す,けす,kesu,"toturnoff,switchoff"
,けっこう,kekkou,"fine,allright"
結婚,けっこん,kekkon,marriage
月曜日,げつようび,getsuyoubi,Monday
玄関,げんかん,genkan,entranceofahouse
元気,げんき,genki,"vigor,health,vitality"
〜個,〜こ,~ko,counterforsmallobjects
五,ご,go,five
〜語,〜ご,~go,~language
公園,こうえん,kouen,"park,largegarden"
交番,こうばん,kouban,policebox
声,こえ,koe,voice
コート,コート,kooto,coat
ここ,ここ,koko,here
午後,ごご,gogo,afternoon
九日,ここのか,kokonoka,"9thdayofamonth,9days"
九つ,ここのつ,kokonotsu,nine
ご主人,ごしゅじん,goshujin,someoneelse’shusband
午前,ごぜん,gozen,"morning,a.m."
答える,こたえる,kotaeru,toanswer
こちら,こちら,kochira,"thisside,thisplace"
コップ,コップ,koppu,"cup,glass"
今年,ことし,kotoshi,thisyear
言葉,ことば,kotoba,"phrase,language"
子供,こども,kodomo,child
この,この,kono,this…
御飯,ごはん,gohan,"meal,cookedrice"
困る,こまる,komaru,tobeintrouble
これ,これ,kore,this
ごろ,ごろ,goro,around…
今月,こんげつ,kongetsu,thismonth
今週,こんしゅう,konshuu,thisweek
こんな,こんな,konna,"thissortof,thiskindof"
今晩,こんばん,konban,thisevening
さあ,さあ,saa,well…
〜歳,〜さい,~sai,yearsold
魚,さかな,sakana,fish
先,さき,saki,"earlier,former"
咲く,さく,saku,toblossom
作文,さくぶん,sakubun,composition
,さす,sasu,toopenanumbrella
冊,〜さつ,~satsu,counterforbooks
雑誌,ざっし,zasshi,magazine
砂糖,さとう,satou,sugar
寒い,さむい,samui,cold
再来年,さらいねん,sarainen,theyearafternextyear
三,さん,san,three
〜さん,〜さん,~san,"Mr.,Mrs."
散歩,さんぽ,sanpo,totakeawalk
四,し,shi,four
〜時,〜じ,~ji,o’clock
塩,しお,shio,salt
しかし,しかし,shikashi,"however,but"
時間,じかん,jikan,time
〜時間,〜じかん,~jikan,~hours(classificator)
仕事,しごと,shigoto,work
辞書,じしょ,jisho,dictionary
静か,しずか,shizuka,quiet
下,した,shita,"under,below"
質問,しつもん,shitsumon,question
自転車,じてんしゃ,jitensha,bicycle
自動車,じどうしゃ,jidousha,"car,vehicle"
死ぬ,しぬ,shinu,"todie,topasaway"
字引,じびき,jibiki,dictionary
自分,じぶん,jibun,oneself
閉まる,しまる,shimaru,toclose
閉める,しめる,shimeru,toclose
締める,しめる,shimeru,tofastenaseatbelt
じゃ,じゃ,ja,"well,then"
写真,しゃしん,shashin,photo
シャツ,シャツ,shatsu,shirt
十,じゅう,juu,ten
~週間,〜しゅうかん,~shuukan,…weeks
授業,じゅぎょう,jugyou,"lesson,class"
宿題,しゅくだい,shukudai,homework
上手,じょうず,jouzu,tobegoodatsomething
丈夫,じょうぶ,joubu,"tobestrong,durable"
醤油,しょうゆ,shouyu,soysauce
食堂,しょくどう,shokudou,"diningroom,canteen"
知る,しる,shiru,toknow
白い,しろい,shiroi,white
〜人,〜じん,~jin,"~an,~ese(nationality)"
新聞,しんぶん,shinbun,newspaper
水曜日,すいようび,suiyoubi,Wednesday
吸う,すう,suu,"tobreathe,tosmoke"
スカート,スカート,sukaato,skirt
好き,すき,suki,tolike
〜過ぎ,〜すぎ,~sugi,"past,over"
すぐに,すぐに,sugu,niatonce
少し,すこし,sukoshi,alittle
涼しい,すずしい,suzushii,cool
〜ずつ,〜ずつ,~zutsu,each
ストーブ,ストーブ,sutoobu,"stove,heater"
スプーン,スプーン,supuun,spoon
スポーツ,スポーツ,supootsu,sports
ズボン,ズボン,zubon,trousers
住む,すむ,sumu,"tolive,toresidesomewhere"
スリッパ,スリッパ,surippa,slipper
する,する,suru,todo
座る,すわる,suwaru,tosit
背,せい,sei,height
生徒,せいと,seito,student
セーター,セーター,seetaa,sweater
石鹸,せっけん,sekken,soap
背広,せびろ,sebiro,"jacket,suit"
狭い,せまい,semai,narrow
ゼロ,ゼロ,zero,zero
千,せん,sen,"1,000,thousand"
先月,せんげつ,sengetsu,lastmonth
先週,せんしゅう,senshuu,lastweek
先生,せんせい,sensei,teacher
洗濯,せんたく,sentaku,"washing,towash"
全部,ぜんぶ,zenbu,all
そう,そう,sou,so
掃除,そうじ,souji,toclean
そうして,そうして,soushite,andthen
そこ,そこ,soko,there
そちら,そちら,sochira,there(polite)
外,そと,soto,outside
その,その,sono,that…
そば,そば,soba,nextto
空,そら,sora,sky
それ,それ,sore,that
それから,それから,sorekara,afterthat
それでは,それでは,soredewa,"then,well"
〜台,〜だい,~dai,counterformachines
大学,だいがく,daigaku,university
大使館,たいしかん,taishikan,embassy
大丈夫,だいじょうぶ,daijoubu,OK
大好き,だいすき,daisuki,tobeveryfondof
大切,たいせつ,taisetsu,veryimportant
,たいてい,taitei,"mostly,usually"
台所,だいどころ,daidokoro,kitchen
大変,たいへん,taihen,"very,serious"
高い,たかい,takai,"high,expensive"
沢山,たくさん,takusan,"many,much"
タクシー,タクシー,takushii,taxi
出す,だす,dasu,"totakeout,handin"
~達,〜たち,~tachi,"morethanone,andothers"
立つ,たつ,tatsu,tostand
建物,たてもの,tatemono,building
楽しい,たのしい,tanoshii,"pleasant,enjoyable"
頼む,たのむ,tanomu,"toask,torequest"
たばこ,たばこ,tabako,cigarette
多分,たぶん,tabun,"perhaps,probably"
食べ物,たべもの,tabemono,food
食べる,たべる,taberu,toeat
卵,たまご,tamago,egg
誰,だれ,dare,who?
誕生日,たんじょうび,tanjoubi,birthday
だんだん,だんだん,dandan,gradually
小さい,ちいさい,chiisai,small
近い,ちかい,chikai,"near,close"
違う,ちがう,chigau,different
地下鉄,ちかてつ,chikatetsu,subway
地図,ちず,chizu,map
父,ちち,chichi,myfather
茶色,ちゃいろ,chairo,brown
茶碗,ちゃわん,chawan,ricebowl
〜中,〜ちゅう,~chuu,inthemiddleof
ちょうど,ちょうど,choudo,just
ちょっと,ちょっと,chotto,alittle
一日,ついたち,tsuitachi,the1stdayofamonth
使う,つかう,tsukau,touse
疲れる,つかれる,tsukareru,togettired
次,つぎ,tsugi,next
着く,つく,tsuku,toarrive
机,つくえ,tsukue,table
作る,つくる,tsukuru,"tomake,toproduce"
点ける,つける,tsukeru,toturnon
勤める,つとめる,tsutomeru,toworkforsomeone
詰らない,つまらない,tsumaranai,uninteresting
冷たい,つめたい,tsumetai,cold
強い,つよい,tsuyoi,strong
手,て,te,hand
テープ,テープ,teepu,tape
テープレコーダー,テープレコーダー,teepu,rekoodaataperecorder
テーブル,テーブル,teeburu,table
出かける,でかける,dekakeru,togoout
手紙,てがみ,tegami,letter
出来る,できる,dekiru,can
出口,でぐち,deguchi,exit
テスト,テスト,tesuto,test
では,では,dewa,"then,well"
デパート,デパート,depaato,departmentstore
でも,でも,demo,but
出ます,でます,demasu,toleave
テレビ,テレビ,terebi,TV
天気,てんき,tenki,weather
電気,でんき,denki,electricity
電車,でんしゃ,densha,train
電話,でんわ,denwa,phone
戸,と,to,door
〜度,〜ど,~do,"~times,~degree"
ドア,ドア,doa,door
トイレ,トイレ,toire,"toilet,lavatory"
どう,どう,dou,how?
どうして,どうして,doushite,why?
どうぞ,どうぞ,douzo,"please,hereyouare"
動物,どうぶつ,doubutsu,animal
どうも,どうも,doumo,thanks
十,とお,too,ten
遠い,とおい,tooi,far
十日,とおか,tooka,"the10thdayofamonth,10days"
時々,ときどき,tokidoki,sometimes
時計,とけい,tokei,"watch,clock"
どこ,どこ,doko,where?
所,ところ,tokoro,place
図書館,としょかん,toshokan,library
どちら,どちら,dochira,"which,where(polite)"
とても,とても,totemo,"verymuch,quiet"
どなた,どなた,donata,who(polite)
隣り,となり,tonari,nextto
どの,どの,dono,which?
飛ぶ,とぶ,tobu,tofly
止まる,とまる,tomaru,tostop
友達,ともだち,tomodachi,friend
土曜日,どようび,doyoubi,Saturday
鳥,とり,tori,bird
鶏肉,とりにく,toriniku,chickenmeat
取る,とる,toru,totake
撮る,とる,toru,totakeaphoto
どれ,どれ,dore,which?
どんな,どんな,donna,whatkindof?
ナイフ,ナイフ,naifu,knife
中,なか,naka,inside
長い,ながい,nagai,long
鳴く,なく,naku,"tosing,mew,moo"
夏,なつ,natsu,summer
夏休み,なつやすみ,natsuyasumi,summervacation
〜など,〜など,~nado,andsoon
七つ,ななつ,nanatsu,seven
何,なに,nani,what?
七日,なのか,nanoka,"the7thofamonth,7days"
名前,なまえ,namae,name
習う,ならう,narau,tolearn
並ぶ,ならぶ,narabu,toformaline
並べる,ならべる,naraberu,tolineup
,なる,naru,tobecome
二,に,ni,two
賑やか,にぎやか,nigiyaka,lively
お肉,おにく,oniku,meat
西,にし,nishi,west
〜日,〜にち,~nichi,"…st,..nd,..th"
日曜日,にちようび,nichiyoubi,Sunday
荷物,にもつ,nimotsu,luggage
ニュース,ニュース,nyuusu,news
庭,にわ,niwa,garden
〜人,~にん,~nin,…people
脱ぐ,ぬぐ,nugu,totakeoffclothes
ネクタイ,ネクタイ,nekutai,necktie
寝る,ねる,neru,togotobed
〜年,〜ねん,~nen,~years
ノート,ノート,nooto,notebook
登る,のぼる,noboru,toclimbup
飲物,のみもの,nomimono,drinks
飲む,のむ,nomu,todrink
乗る,のる,noru,"totake,toride"
歯,は,ha,teeth
パーテイー,パーテイー,paateii,party
はい,はい,hai,yes
〜はい,〜はい,~hai,cupsof~
灰皿,はいざら,haizara,ashtray
入る,はいる,hairu,toenter
葉書,はがき,hagaki,postcard
履く,はく,haku,toputonshoes
箱,はこ,hako,box
橋,はし,hashi,bridge
箸,はし,hashi,chopsticks
始まる,はじまる,hajimaru,"tobegin,tostart"
始め,はじめ,hajime,"start,thebeginning"
初めて,はじめて,hajimete,forthefirsttime
走る,はしる,hashiru,torun
バス,バス,basu,bus
バター,バター,bataa,butter
二十歳,はたち,hatachi,20yearsold
働く,はたらく,hataraku,towork
八,はち,hachi,eight
二十日,はつか,hatsuka,"the20thofthemonth,20days"
花,はな,hana,flower
鼻,はな,hana,nose
話,はなし,hanashi,"conversation,tale"
話す,はなす,hanasu,"totalk,tospeak,totell"
母,はは,haha,mymother
早い,はやい,hayai,early
速い,はやい,hayai,"fast,quick"
春,はる,haru,spring
張る,はる,haru,"toputsomethingon,tostick"
晴れる,はれる,hareru,toclearup
〜半,〜はん,~han,Half~
晩,ばん,ban,evening
~番,〜ばん,~ban,"No.~,ranking"
パン,パン,pan,bread
ハンカチ,ハンカチ,hankachi,handkerchief
番号,ばんごう,bangou,number
晩ご飯,ばんごはん,bangohan,dinner
半分,はんぶん,hanbun,half
東,ひがし,higashi,east
〜匹,〜ひき,~hiki,counterforanimals
引く,ひく,hiku,topull
弾く,ひく,hiku,toplay(aninstrument)
低い,ひくい,hikui,low
飛行機,ひこうき,hikouki,plane
左,ひだり,hidari,left
人,ひと,hito,person
一つ,ひとつ,hitotsu,one
一月,ひとつき,hitotsuki,onemonth
一人,ひとり,hitori,oneperson
暇,ひま,hima,"freetime,leisure"
百,ひゃく,hyaku,hundred
病院,びょういん,byouin,hospital
病気,びょうき,byouki,"ill,sick"
平仮名,ひらがな,hiragana,hiraganacharacters
昼,ひる,hiru,noon
昼ご飯,ひるごはん,hirugohan,lunch
広い,ひろい,hiroi,"wide,spacious"
フィルム,フィルム,firumu,film
封筒,ふうとう,fuutou,envelope
プール,プール,puuru,pool
フォーク,フォーク,fooku,fork
吹く,ふく,fuku,toblow(wind)
服,ふく,fuku,clothes
二つ,ふたつ,futatsu,two
豚肉,ぶたにく,butaniku,pork
二人,ふたり,futari,twopeople
二日,ふつか,futsuka,"2nddayofthemonth,2days"
太い,ふとい,futoi,"thick,fat"
降る,ふる,furu,"tofall(rain,snow)"
古い,ふるい,furui,old
お風呂,おふろ,ofuro,bath
〜分,〜ふん,~fun,~minutes
ページ,ページ,peeji,page
下手,へた,heta,notgoodatsomething
ベッド,ベッド,beddo,bed
部屋,へや,heya,room
辺,へん,hen,"side,part,area"
ペン,ぺん,pen,pen
勉強,べんきょう,benkyou,tostudy
便利,べんり,benri,convenient
方,ほう,hou,~より〜のほうが〜
帽子,ぼうし,boushi,hat
ボールペン,ボールペン,boorupen,ballpen
他,ほか,hoka,"another,other"
ポケット,ポケット,poketto,pocket
欲しい,ほしい,hoshii,towantsomething
細い,ほそい,hosoi,"thin,fine"
ボタン,ボタン,botan,button
ホテル,ホテル,hoteru,hotel
本,ほん,hon,book
〜本,~ほん,~hon,counterforlongobjects
本棚,ほんだな,hondana,bookshelf
本当に,ほんとうに,hontouni,really
〜枚,〜まい,~mai,counterforthinobjects
毎朝,まいあさ,maiasa,everymorning
毎月,まいつき/まいげつ,maitsuki/maigetsu,everymonth
毎週,まいしゅう,maishuu,everyweek
毎日,まいにち,mainichi,everyday
毎年,まいとし/まいねん,maitoshi/mainen,everyyear
毎晩,まいばん,maiban,everyevening
前,まえ,mae,front
〜前,〜まえ,~mae,"before,infrontof"
曲がる,まがる,magaru,toturn
不味い,まずい,mazui,badtasting
また,また,mata,"also,again"
まだ,まだ,mada,notyet
町,まち,machi,"city,town"
待つ,まつ,matsu,towait
真直ぐに,まっすぐに,massugu,nistraightahead
マッチ,マッチ,machi,matches
窓,まど,mado,window
丸い,まるい,marui,round
万,まん,man,tenthousand
万年筆,まんねんひつ,mannenhitsu,fountainpen
磨く,みがく,migaku,"topolish,tobrush"
右,みぎ,migi,right
短い,みじかい,mijikai,short
お水,おみず,omizu,water
店,みせ,mise,shop
見せる,みせる,miseru,"tolook,towatch"
道,みち,michi,road
三日,みっか,mikka,"3rddayofamonth,3days"
三つ,みっつ,mittsu,three
皆さん,みなさん,minsan,everyone
南,みなみ,minami,south
耳,みみ,mimi,ear
見る,みる,miru,"tosee,towatch"
皆,みんな,minna,"all,everyone"
六日,むいか,muika,"the6thdayofamonth,6days"
向こう,むこう,mukou,overthere
難しい,むずかしい,muzukashii,difficult
六つ,むっつ,muttsu,six
目,め,me,eye
メートル,メートル,meetoru,meter
めがね,めがね,megane,apairofglasses
もう,もう,mou,"already,yet"
もう,もう,mou,(one)more
木曜日,もくようび,mokuyoubi,Thursday
もしもし,もしもし,moshimoshi,helloonthephone
勿論,もちろん,mochiron,ofcourse
持つ,もつ,motsu,"tohave,toown"
もっと,もっと,motto,more
物,もの,mono,thing
門,もん,mon,gate
問題,もんだい,mondai,"problem,question"
〜屋,〜や,~ya,shop.store
八百屋,やおや,yaoya,vegetableshop
野菜,やさい,yasai,vegetable
優しい,やさしい,yasashii,gentle
安い,やすい,yasui,"cheap,inexpensive"
休み,やすみ,yasumi,"holiday,vacation"
休む,やすむ,yasumu,torest
八つ,やっつ,yattsu,eight
山,やま,yama,mountain
,やる,yaru,todo
八日,ようか,youka,"8thdayofthemonth,8days"
洋服,ようふく,youfuku,westernstyleclothing
よく,よく,yoku,often
横,よこ,yoko,horizontal
四日,よっか,yokka,"4thdayofthemonth,4days"
四つ,よっつ,yottsu,four
呼ぶ,よぶ,yobu,tocall
読む,よむ,yomu,toread
夜,よる,yoru,night
来月,らいげつ,raigetsu,nextmonth
来週,らいしゅう,raishuu,nextweek
来年,らいねん,rainen,nextyear
ラジオ,ラジオ,rajio,radio
立派,りっぱ,rippa,splendid
留学生,りゅうがくせい,ryuugakusei,foreignstudent
両親,りょうしん,ryoushin,parents
料理,りょうり,ryouri,cooking
旅行,りょこう,ryokou,travel
,れい,rei,zero
冷蔵庫,れいぞうこ,reizouko,refrigerator
レコード,レコード,rekoodo,record
レストラン,レストラン,resutoran,restaurant
練習,れんしゅう,renshuu,practice
六,ろく,roku,six
ワイシャツ,ワイシャツ,waishatsu,whiteshirt
若い,わかい,wakai,young
分かる,わかる,wakaru,"toknow,tounderstand"
忘れる,わすれる,wasureru,toforget
私,わたし,watashi,"me,I"
渡す,わたす,watasu,tohandover
渡る,わたる,wataru,tocross
悪い,わるい,warui,bad
